"","city","state","totalpop","latitude","longitude"
"22954","Snoqualmie","WA",12699,47.534473,-121.816158
"22955","Snover","MI",1912,43.40401,-82.951494
"22956","Snow Camp","NC",5511,35.91485,-79.403671
"22957","Snow Hill","MD",5029,38.217824,-75.326618
"22958","Snow Hill","NC",12657,35.428349,-77.701329
"22959","Snow Lake","AR",50,33.818318,-91.214054
"22960","Snow Shoe","PA",1371,40.992146,-78.027865
"22961","Snow","OK",242,34.418801,-95.358406
"22962","Snowflake","AZ",7638,34.521702,-110.110981
"22963","Snowmass Village","CO",2839,39.206518,-106.868877
"22964","Snowmass","CO",1391,39.251721,-106.922425
"22965","Snowshoe","WV",112,38.387966,-79.990585
"22966","Snowville","UT",281,41.965964,-112.726895
"22967","Snyder","CO",412,40.415193,-103.610575
"22968","Snyder","NE",300,41.648478,-96.787252
"22969","Snyder","OK",1674,34.673689,-98.95239
"22970","Snyder","TX",15652,32.745073,-100.917479
"22971","Soap Lake","WA",4014,47.404594,-119.442377
"22972","Sobieski","WI",3362,44.726641,-88.121792
"22973","Social Circle","GA",9270,33.679092,-83.683477
"22974","Society Hill","SC",1954,34.442018,-79.880497
"22975","Socorro","NM",10221,34.035975,-107.03802
"22976","Sod","WV",1250,38.255874,-81.890954
"22977","Soda Springs","CA",386,39.31959,-120.435313
"22978","Soda Springs","ID",4097,42.772866,-111.634757
"22979","Soddy Daisy","TN",26835,35.211052,-85.198979
"22980","Sodus Point","NY",974,43.254644,-76.983518
"22981","Sodus","MI",1341,42.029487,-86.378199
"22982","Sodus","NY",5651,43.210384,-77.053517
"22983","Solana Beach","CA",12056,33.007075,-117.256769
"22984","Solano","NM",120,35.804116,-103.902091
"22985","Soldier","IA",398,41.994014,-95.778514
"22986","Soldier","KS",540,39.478973,-95.825452
"22987","Soldiers Grove","WI",1778,43.369813,-90.808363
"22988","Soldotna","AK",14191,60.110034,-151.247935
"22989","Soledad","CA",27080,36.449485,-121.368127
"22990","Solen","ND",397,46.365588,-100.783143
"22991","Solgohachia","AR",639,35.267859,-92.673551
"22992","Solo","MO",220,37.242824,-91.962351
"22993","Solomon","AZ",405,32.842769,-109.696449
"22994","Solomon","KS",1805,38.910885,-97.339456
"22995","Solomons","MD",1828,38.37741,-76.440937
"22996","Solon Springs","WI",2799,46.417261,-91.810992
"22997","Solon","IA",6168,41.792851,-91.506086
"22998","Solon","ME",1064,44.931415,-69.834764
"22999","Solon","OH",24356,41.386753,-81.440322
"23000","Solsberry","IN",3795,39.104137,-86.73706
"23001","Solvang","CA",7646,34.648841,-120.170111
"23002","Solway","MN",1321,47.974989,-95.008708
"23003","Somerdale","NJ",9455,39.844063,-75.022163
"23004","Somerdale","OH",152,40.56488,-81.352352
"23005","Somers Point","NJ",10849,39.425655,-74.664422
"23006","Somers","CT",11645,41.919603,-72.433046
"23007","Somers","IA",307,42.386479,-94.454529
"23008","Somers","MT",1648,48.06771,-114.2017
"23009","Somers","NY",8475,41.326544,-73.693685
"23010","Somerset Center","MI",372,42.050199,-84.392191
"23011","Somerset","CA",3422,38.639336,-120.599848
"23012","Somerset","CO",158,38.988409,-107.231438
"23013","Somerset","IN",224,40.671369,-85.828846
"23014","Somerset","KY",40486,37.117409,-84.5313695
"23015","Somerset","MA",18165,41.740901,-71.163814
"23016","Somerset","NJ",49921,40.491002,-74.523648
"23017","Somerset","OH",4704,39.736529,-82.278894
"23018","Somerset","PA",19090,39.9766755,-79.06417
"23019","Somerset","TX",5137,29.22053,-98.667756
"23020","Somerset","VA",439,38.199692,-78.239378
"23021","Somerset","WI",6864,45.081379,-92.474419
"23022","Somersworth","NH",11824,43.229489,-70.958264
"23023","Somerton","AZ",21214,32.612408,-114.606214
"23024","Somerville","AL",7676,34.436256,-86.729737
"23025","Somerville","IN",210,38.281095,-87.37734
"23026","Somerville","MA",73844,42.391554,-71.104754
"23027","Somerville","NJ",22179,40.560314,-74.66165
"23028","Somerville","OH",2857,39.545634,-84.6275
"23029","Somerville","TN",10941,35.259373,-89.409857
"23030","Somerville","TX",4670,30.364879,-96.526729
"23031","Somes Bar","CA",136,41.451129,-123.467024
"23032","Somis","CA",3102,34.304034,-119.039305
"23033","Somonauk","IL",4448,41.860645,-88.783041
"23034","Sondheimer","LA",289,32.771315,-91.230175
"23035","Sonoita","AZ",1268,31.673105,-110.618814
"23036","Sonoma","CA",35394,38.255943,-122.476819
"23037","Sonora","CA",26803,37.96091,-120.343863
"23038","Sonora","KY",2736,37.515024,-85.950238
"23039","Sonora","TX",4180,30.579386,-100.671422
"23040","Sontag","MS",1196,31.640256,-90.189547
"23041","Sopchoppy","FL",2145,30.141958,-84.552965
"23042","Soper","OK",1358,34.03264,-95.696492
"23043","Soperton","GA",6424,32.383145,-82.557135
"23044","Sophia","NC",6530,35.817452,-79.908483
"23045","Sophia","WV",2157,37.777244,-81.345004
"23046","Soquel","CA",10154,37.031948,-121.94972
"23047","Sorento","IL",1437,38.961617,-89.554727
"23048","Sorrento","FL",10262,28.831447,-81.505121
"23049","Sorrento","LA",2291,30.186506,-90.880484
"23050","Sorrento","ME",274,44.491175,-68.19137
"23051","Soso","MS",2770,31.713226,-89.297336
"23052","Soudan","MN",480,47.821007,-92.246359
"23053","Souderton","PA",13812,40.288379,-75.341026
"23054","Soulsbyville","CA",1963,38.010365,-120.230556
"23055","Sound Beach","NY",7895,40.922326,-72.637078
"23056","Sour Lake","TX",4910,30.238876,-94.403654
"23057","Souris","ND",346,48.87384,-100.735863
"23058","South Acworth","NH",322,43.364504,-72.193966
"23059","South Amana","IA",311,41.724365,-91.939343
"23060","South Amboy","NJ",23537,40.46397,-74.274168
"23061","South Barre","MA",319,42.375998,-72.149388
"23062","South Bay","FL",4926,26.645895,-80.430269
"23063","South Beach","OR",1460,44.574645,-124.043287
"23064","South Beloit","IL",10599,42.38648,-89.090975
"23065","South Bend","IN",145459,41.6777301,-86.2790898
"23066","South Bend","NE",252,41.006712,-96.246207
"23067","South Bend","TX",208,33.005164,-98.689196
"23068","South Bend","WA",1944,46.588006,-123.834262
"23069","South Berwick","ME",7233,43.227549,-70.71171
"23070","South Bethlehem","NY",160,42.521038,-73.851898
"23071","South Bloomingville","OH",921,39.417379,-82.592291
"23072","South Boardman","MI",1916,44.634438,-85.252891
"23073","South Boston","VA",13934,36.679767,-78.952947
"23074","South Bound Brook","NJ",4563,40.552253,-74.531149
"23075","South Branch","MI",1026,44.472352,-83.959844
"23076","South Bristol","ME",391,43.877877,-69.612725
"23077","South Burlington","VT",17593,44.448119,-73.098238
"23078","South Cairo","NY",680,42.267617,-73.986354
"23079","South Canaan","PA",51,41.615989,-75.274708
"23080","South Carrollton","KY",277,37.353575,-87.165762
"23081","South Carver","MA",197,41.850087,-70.704431
"23082","South Charleston","OH",4727,39.854349,-83.66528
"23083","South Chatham","MA",1108,41.848932,-70.030194
"23084","South China","ME",4276,44.375578,-69.586327
"23085","South Cle Elum","WA",660,47.188645,-120.95368
"23086","South Colton","NY",479,44.64472,-74.879155
"23087","South Dartmouth","MA",11442,41.566464,-70.984253
"23088","South Dayton","NY",2018,42.374077,-78.94643
"23089","South Deerfield","MA",4600,42.464522,-72.682346
"23090","South Dennis","MA",6261,41.80038,-70.089244
"23091","South Dos Palos","CA",472,37.01349,-120.744668
"23092","South Easton","MA",9188,42.023199,-71.111091
"23093","South Egremont","MA",374,42.128075,-73.36089
"23094","South El Monte","CA",43896,33.786594,-118.298662
"23095","South Elgin","IL",22659,42.007476,-88.405895
"23096","South English","IA",709,41.452856,-92.067973
"23097","South Fallsburg","NY",2460,41.770195,-74.716843
"23098","South Fork","CO",1148,37.638307,-106.597775
"23099","South Fork","PA",2739,40.41164,-78.778413
"23100","South Fulton","TN",4397,36.381482,-89.08396
"23101","South Gardiner","ME",388,44.183266,-69.777196
"23102","South Gate","CA",94396,33.937714,-118.193403
"23103","South Gibson","PA",278,41.820346,-75.80463
"23104","South Glastonbury","CT",5651,41.657099,-72.572233
"23105","South Glens Falls","NY",7567,43.283561,-73.629401
"23106","South Grafton","MA",4527,42.176544,-71.681912
"23107","South Greenfield","MO",432,37.431754,-93.849903
"23108","South Hackensack","NJ",2310,40.857899,-74.048884
"23109","South Hadley","MA",17527,42.24984,-72.58152
"23110","South Hamilton","MA",7764,42.626664,-70.851125
"23111","South Haven","KS",802,37.136607,-97.329247
"23112","South Haven","MI",13810,42.363778,-86.138952
"23113","South Haven","MN",3563,45.265248,-94.165984
"23114","South Heart","ND",484,46.767691,-103.072219
"23115","South Heights","PA",475,40.576267,-80.238332
"23116","South Hero","VT",1654,44.738156,-73.306352
"23117","South Hill","VA",8254,36.717223,-78.168729
"23118","South Holland","IL",22439,41.811929,-87.68732
"23119","South Houston","TX",16568,29.662579,-95.229511
"23120","South Hutchinson","KS",2457,38.003541,-97.944252
"23121","South Jamesport","NY",522,40.922326,-72.637078
"23122","South Jordan","UT",50566,40.554098,-111.953891
"23123","South Kent","CT",686,41.682439,-73.305256
"23124","South Kortright","NY",695,42.183045,-74.925617
"23125","South Lake Tahoe","CA",29800,38.886208,-120.041314
"23126","South Lancaster","MA",330,42.443539,-71.686137
"23127","South Lebanon","OH",4442,39.356027,-84.207204
"23128","South Lee","MA",240,42.286586,-73.313274
"23129","South Londonderry","VT",828,43.169854,-72.851525
"23130","South Lyme","CT",57,41.296668,-72.263296
"23131","South Lyon","MI",29320,42.474564,-83.612188
"23132","South Milford","IN",102,41.536899,-85.319241
"23133","South Mills","NC",3449,36.455346,-76.280026
"23134","South Milwaukee","WI",21156,42.911616,-87.950533
"23135","South Montrose","PA",277,41.8237,-75.88314
"23136","South Mountain","PA",193,39.833095,-77.488633
"23137","South Naknek","AK",79,58.745599,-157.159459
"23138","South New Berlin","NY",1888,42.542579,-75.412243
"23139","South Orange","NJ",16316,40.745772,-74.267541
"23140","South Otselic","NY",663,42.654768,-75.769855
"23141","South Ozone Park","NY",44354,40.674432,-73.819013
"23142","South Padre Island","TX",2885,26.115896,-97.494039
"23143","South Paris","ME",5116,44.353052,-70.607841
"23144","South Park","PA",10920,40.303119,-79.997567
"23145","South Pasadena","CA",25616,33.786594,-118.298662
"23146","South Pekin","IL",1077,40.494804,-89.654598
"23147","South Pittsburg","TN",6289,35.109722,-85.655679
"23148","South Plainfield","NJ",23377,40.572065,-74.413545
"23149","South Plains","TX",67,34.071514,-101.30313
"23150","South Plymouth","NY",724,42.624833,-75.652767
"23151","South Point","OH",13074,38.465171,-82.501206
"23152","South Pomfret","VT",258,43.697055,-72.508042
"23153","South Portland","ME",25175,43.627364,-70.289248
"23154","South Portsmouth","KY",1122,38.565211,-82.916586
"23155","South Prairie","WA",459,47.138271,-122.096799
"23156","South Range","MI",1024,47.071862,-88.651973
"23157","South Range","WI",3646,46.568809,-91.935156
"23158","South Richmond Hill","NY",47211,40.686769,-73.822979
"23159","South River","NJ",16008,40.445905,-74.381768
"23160","South Rockwood","MI",3274,42.051135,-83.27095
"23161","South Roxana","IL",2087,38.822547,-90.058255
"23162","South Royalton","VT",3125,43.777096,-72.528249
"23163","South Ryegate","VT",555,44.19779,-72.110362
"23164","South Saint Paul","MN",20152,44.890315,-93.049879
"23165","South Salem","NY",6767,41.254331,-73.542714
"23166","South Salem","OH",1689,39.328523,-83.242873
"23167","South San Francisco","CA",63975,37.657443,-122.423483
"23168","South Seaville","NJ",92,39.056521,-74.816619
"23169","South Shore","KY",5591,38.714809,-82.936626
"23170","South Shore","SD",450,45.100745,-97.036356
"23171","South Sioux City","NE",15447,42.459711,-96.457068
"23172","South Solon","OH",971,39.748496,-83.531355
"23173","South Sterling","PA",184,41.259242,-75.373122
"23174","South Strafford","VT",484,43.844018,-72.378546
"23175","South Sutton","NH",312,43.304205,-71.928867
"23176","South Tamworth","NH",178,43.883871,-71.257726
"23177","South Thomaston","ME",1533,44.115186,-69.132883
"23178","South Vienna","OH",3545,39.957723,-83.614481
"23179","South Wales","NY",2125,42.716759,-78.543478
"23180","South Walpole","MA",1707,42.100399,-71.270933
"23181","South Wayne","WI",1290,42.579926,-89.931751
"23182","South Webster","OH",2420,38.819687,-82.727978
"23183","South Wellfleet","MA",173,41.800531,-70.076776
"23184","South West City","MO",1828,36.621335,-94.512968
"23185","South Whitley","IN",3893,41.071204,-85.510981
"23186","South Williamson","KY",570,37.48871,-82.310048
"23187","South Wilmington","IL",760,41.171883,-88.267338
"23188","South Windham","CT",495,41.674079,-72.172298
"23189","South Windsor","CT",25705,41.834198,-72.564632
"23190","South Woodstock","VT",324,43.565888,-72.534106
"23191","South Yarmouth","MA",9371,41.82412,-70.084259
"23192","Southampton","MA",5792,42.230008,-72.728463
"23193","Southampton","NY",11593,40.922326,-72.637078
"23194","Southampton","PA",37999,40.186758,-75.007099
"23195","Southaven","MS",46961,34.95202,-89.961016
"23196","Southborough","MA",9370,42.296842,-71.533229
"23197","Southbridge","MA",16719,42.129251,-72.031155
"23198","Southbury","CT",19904,41.470921,-73.240839
"23199","Southern Pines","NC",13921,35.218064,-79.394988
"23200","Southfield","MA",635,42.198712,-73.278543
"23201","Southfield","MI",59766,42.479609,-83.2385133333333
"23202","Southfields","NY",281,41.332379,-74.113857
"23203","Southgate","MI",30047,42.257801,-83.285939
"23204","Southington","CT",32067,41.604786,-72.871945
"23205","Southington","OH",3790,41.283579,-80.952784
"23206","Southlake","TX",26669,32.948474,-97.152368
"23207","Southmayd","TX",250,33.602427,-96.757322
"23208","Southold","NY",5818,40.922326,-72.637078
"23209","Southport","ME",604,43.935605,-69.529648
"23210","Southport","NC",16126,33.966293,-78.238126
"23211","Southside","TN",917,36.361093,-87.316272
"23212","Southside","WV",719,38.725035,-82.027474
"23213","Southview","PA",151,40.32819,-80.256291
"23214","Southwest Harbor","ME",1767,44.390897,-68.261568
"23215","Southwick","MA",9502,42.066644,-72.541205
"23216","Spade","TX",88,34.068938,-102.350649
"23217","Spalding","MI",435,45.677744,-87.485236
"23218","Spalding","NE",940,41.688144,-98.363282
"23219","Spanaway","WA",43173,47.058452,-122.41648
"23220","Spangle","WA",1137,47.438748,-117.370017
"23221","Spangler","PA",751,40.63513,-78.769185
"23222","Spanish Fork","UT",37995,40.069946,-111.649086
"23223","Spanish Fort","AL",12109,30.737792,-87.900287
"23224","Spanishburg","WV",299,37.460452,-81.112799
"23225","Sparkill","NY",2258,41.083784,-74.061335
"23226","Sparkman","AR",1666,33.914288,-92.853193
"23227","Sparks Glencoe","MD",5544,39.526441,-76.715587
"23228","Sparks","GA",3535,31.212878,-83.412143
"23229","Sparks","NE",59,42.542631,-101.126167
"23230","Sparks","NV",98472,39.7609253333333,-119.672133666667
"23231","Sparks","OK",710,35.610392,-96.814633
"23232","Sparland","IL",1504,41.006602,-89.34804
"23233","Sparrow Bush","NY",2312,41.376892,-74.459687
"23234","Sparrows Point","MD",9379,39.229611,-76.445532
"23235","Sparta","GA",9656,33.257068,-83.08922
"23236","Sparta","IL",6008,38.108083,-89.726486
"23237","Sparta","KY",2771,38.731246,-84.895823
"23238","Sparta","MI",13040,43.157685,-85.683555
"23239","Sparta","MO",5027,36.993376,-93.039554
"23240","Sparta","NC",6621,36.495157,-81.140955
"23241","Sparta","NJ",21165,41.040597,-74.718191
"23242","Sparta","TN",23825,35.943857,-85.439246
"23243","Sparta","WI",17377,43.949925,-90.752783
"23244","Spartanburg","SC",129573,34.9789338333333,-81.9277813333333
"23245","Spartansburg","PA",2990,41.667286,-80.097316
"23246","Spavinaw","OK",1474,36.396264,-95.049656
"23247","Spearfish","SD",14950,44.4814915,-103.821291
"23248","Spearman","TX",3912,36.226446,-101.294059
"23249","Spearsville","LA",1758,32.916505,-92.574611
"23250","Spearville","KS",1156,37.729884,-99.715817
"23251","Speculator","NY",365,43.667618,-74.456913
"23252","Speed","NC",61,35.915927,-77.585471
"23253","Speedwell","TN",4580,36.48404,-83.823282
"23254","Speedwell","VA",787,36.802255,-81.206262
"23255","Speer","IL",165,40.987171,-89.651961
"23256","Spelter","WV",176,39.346511,-80.32056
"23257","Spencer","IA",12691,43.13291,-95.177909
"23258","Spencer","ID",48,44.271785,-112.306237
"23259","Spencer","IN",11471,39.313258,-86.756423
"23260","Spencer","MA",11688,42.254837,-72.065612
"23261","Spencer","NC",3108,35.691689,-80.432679
"23262","Spencer","NE",774,42.872702,-98.701552
"23263","Spencer","NY",4136,42.203102,-76.471165
"23264","Spencer","OH",3521,41.081789,-82.052299
"23265","Spencer","OK",6518,35.540113,-97.387602
"23266","Spencer","SD",343,43.723565,-97.581441
"23267","Spencer","TN",3717,35.677816,-85.434355
"23268","Spencer","VA",1613,36.593912,-80.005233
"23269","Spencer","WI",4119,44.805167,-90.141112
"23270","Spencer","WV",7752,38.777675,-81.364262
"23271","Spencerport","NY",18057,43.185709,-77.830577
"23272","Spencertown","NY",175,42.331057,-73.529774
"23273","Spencerville","IN",3260,41.302927,-84.902416
"23274","Spencerville","MD",790,39.122262,-76.972157
"23275","Spencerville","OH",4755,40.732147,-84.159688
"23276","Spencerville","OK",295,34.01168,-95.573733
"23277","Speonk","NY",1321,40.922326,-72.637078
"23278","Sperry","IA",826,40.920383,-91.208938
"23279","Sperry","OK",5118,36.298452,-95.951622
"23280","Sperryville","VA",1313,38.612785,-78.227578
"23281","Spiceland","IN",1612,39.91725,-85.450834
"23282","Spicer","MN",4696,45.164862,-95.020124
"23283","Spicewood","TX",8731,30.397227,-97.82012
"23284","Spickard","MO",805,40.21786,-93.589114
"23285","Spillville","IA",188,43.203195,-91.944055
"23286","Spindale","NC",3929,35.354511,-81.9211
"23287","Spirit Lake","IA",8031,43.407002,-95.121813
"23288","Spirit Lake","ID",4161,47.944549,-116.811536
"23289","Spiritwood","ND",272,46.986518,-98.521889
"23290","Spiro","OK",6736,35.264931,-94.55985
"23291","Spivey","KS",445,37.491201,-98.209956
"23292","Splendora","TX",12164,30.255457,-95.183281
"23293","Spofford","NH",1562,42.870716,-72.239432
"23294","Spokane","MO",950,36.854253,-93.292806
"23295","Spokane","WA",342856,47.6748012142857,-117.393766642857
"23296","Spooner","WI",6493,45.922016,-91.811707
"23297","Spotswood","NJ",8257,40.385707,-74.393249
"23298","Spotsylvania","VA",13935,38.182869,-77.69932
"23299","Spottsville","KY",1151,37.840368,-87.547026
"23300","Spout Spring","VA",1963,37.344169,-78.918241
"23301","Spraggs","PA",767,39.744657,-80.214471
"23302","Sprague River","OR",570,42.486975,-121.531087
"23303","Sprague","NE",142,40.626661,-96.745622
"23304","Sprague","WA",691,47.299844,-117.977732
"23305","Spragueville","IA",310,42.098358,-90.478972
"23306","Sprakers","NY",1363,42.842006,-74.446
"23307","Sprankle Mills","PA",52,41.141079,-78.962877
"23308","Spray","OR",349,44.780103,-119.914072
"23309","Spreckels","CA",673,36.626059,-121.655474
"23310","Spring Arbor","MI",4362,42.272863,-84.605612
"23311","Spring Branch","TX",14618,29.881355,-98.408614
"23312","Spring Church","PA",972,40.616816,-79.479833
"23313","Spring City","PA",11283,40.146989,-75.605398
"23314","Spring City","TN",8855,35.693499,-84.819767
"23315","Spring City","UT",1371,39.467083,-111.46609
"23316","Spring Creek","NV",13346,40.751905,-115.595581
"23317","Spring Creek","PA",756,41.920018,-79.448206
"23318","Spring Glen","NY",259,41.663895,-74.424533
"23319","Spring Glen","PA",224,40.625754,-76.621769
"23320","Spring Green","WI",4077,43.230001,-90.040066
"23321","Spring Grove","IL",10079,42.367273,-88.252639
"23322","Spring Grove","MN",2132,43.571029,-91.635822
"23323","Spring Grove","PA",13397,39.944531,-76.775774
"23324","Spring Grove","VA",2176,37.169453,-76.967517
"23325","Spring Hill","FL",115476,28.4713482,-82.5088202
"23326","Spring Hill","KS",8910,38.789323,-94.788441
"23327","Spring Hill","TN",26418,35.712381,-86.901661
"23328","Spring Hope","NC",7413,35.94476,-78.093002
"23329","Spring House","PA",146,40.185934,-75.232407
"23330","Spring Lake","MI",18581,43.076609,-86.19538
"23331","Spring Lake","MN",117,47.635946,-93.922032
"23332","Spring Lake","NC",19942,35.189079,-78.977243
"23333","Spring Lake","NJ",8403,40.176013,-74.031331
"23334","Spring Mills","PA",3945,40.88368,-77.518716
"23335","Spring Park","MN",1672,44.936862,-93.630286
"23336","Spring Run","PA",1462,40.173439,-77.709212
"23337","Spring Valley","CA",67264,32.725902,-116.9790035
"23338","Spring Valley","IL",5911,41.423455,-89.506797
"23339","Spring Valley","MN",4335,43.689711,-92.334603
"23340","Spring Valley","NY",59048,41.115833,-74.047384
"23341","Spring Valley","OH",2452,39.608285,-84.025972
"23342","Spring Valley","WI",3221,44.781928,-92.283761
"23343","Spring","TX",316665,29.951274125,-95.442731625
"23344","Springboro","OH",23839,39.465762,-84.14633
"23345","Springboro","PA",2108,41.800421,-80.371429
"23346","Springbrook","WI",1055,45.945201,-91.675448
"23347","Springdale","AR",85572,36.169409,-94.14145
"23348","Springdale","MT",39,45.33333,-110.477384
"23349","Springdale","PA",4142,40.434436,-80.024817
"23350","Springdale","UT",679,37.186249,-113.013922
"23351","Springdale","WA",1532,48.002188,-117.828964
"23352","Springer","NM",1624,36.603697,-104.859182
"23353","Springer","OK",952,34.304534,-97.134372
"23354","Springerton","IL",295,38.15015,-88.216053
"23355","Springerville","AZ",2366,34.118938,-109.285553
"23356","Springfield Center","NY",451,42.83883,-74.85897
"23357","Springfield Gardens","NY",38912,40.664542,-73.755926
"23358","Springfield","AR",1607,35.244463,-92.614982
"23359","Springfield","CO",1932,37.371522,-102.677359
"23360","Springfield","GA",9034,32.369703,-81.361775
"23361","Springfield","ID",111,43.080334,-112.672955
"23362","Springfield","IL",116245,39.7944646,-89.6388322
"23363","Springfield","KY",8276,37.734249,-85.21065
"23364","Springfield","LA",5699,30.387413,-90.588723
"23365","Springfield","MA",144116,42.1104951818182,-72.5510817272727
"23366","Springfield","ME",964,45.519867,-68.647416
"23367","Springfield","MN",3179,44.253427,-94.903534
"23368","Springfield","MO",219752,37.1777252857143,-93.294859
"23369","Springfield","NE",3158,41.066988,-96.184792
"23370","Springfield","NH",999,43.493812,-72.047018
"23371","Springfield","NJ",15808,40.701101,-74.316301
"23372","Springfield","OH",101826,39.9241334,-83.8269848
"23373","Springfield","OR",73885,44.0165185,-123.1585885
"23374","Springfield","PA",24459,39.931858,-75.341583
"23375","Springfield","SC",1767,33.517097,-81.269821
"23376","Springfield","SD",2410,42.881672,-97.926212
"23377","Springfield","TN",28714,36.51351,-86.888624
"23378","Springfield","VA",104396,38.77475575,-77.20324425
"23379","Springfield","VT",9226,43.40971,-72.586064
"23380","Springfield","WV",1540,39.314071,-78.659428
"23381","Springhill","LA",6416,32.771459,-93.406102
"23382","Springlake","TX",315,34.23322,-102.307243
"23383","Springport","IN",1231,40.011128,-85.383768
"23384","Springport","MI",3028,42.37823,-84.630106
"23385","Springs","PA",201,39.74802,-79.123732
"23386","Springtown","PA",357,40.328645,-75.10278
"23387","Springtown","TX",17748,32.80864,-97.693195
"23388","Springvale","ME",4525,43.465941,-70.748295
"23389","Springview","NE",572,42.836424,-99.747046
"23390","Springville","AL",10948,33.705871,-86.403202
"23391","Springville","CA",3699,36.126506,-118.928478
"23392","Springville","IA",2363,42.063342,-91.471893
"23393","Springville","IN",4871,38.941408,-86.584408
"23394","Springville","NY",7728,42.538335,-78.685169
"23395","Springville","PA",1870,41.820346,-75.80463
"23396","Springville","TN",3089,36.295353,-88.157201
"23397","Springville","UT",29975,40.180718,-111.562586
"23398","Springwater","NY",2164,42.635525,-77.594478
"23399","Sproul","PA",117,40.271126,-78.45878
"23400","Spruce Creek","PA",383,40.402523,-77.966977
"23401","Spruce Head","ME",724,44.002248,-69.11955
"23402","Spruce Pine","AL",1418,34.424572,-87.81446
"23403","Spruce Pine","NC",10638,35.91464,-82.07647
"23404","Spruce","MI",1139,44.792293,-83.489404
"23405","Spur","TX",1889,33.471532,-100.802023
"23406","Spurgeon","IN",179,38.26376,-87.230482
"23407","Spurger","TX",1437,30.792674,-94.354476
"23408","Spurlockville","WV",651,38.105713,-82.027154
"23409","Squaw Lake","MN",318,47.624415,-94.187735
"23410","Squaw Valley","CA",3721,36.750265,-119.353631
"23411","Squire","WV",265,37.375246,-81.653889
"23412","Squires","MO",519,36.932331,-92.499044
"23413","Squirrel Island","ME",2,44.021333,-69.523263
"23414","Staatsburg","NY",4402,41.881636,-73.72455
"23415","Stacy","MN",8329,45.405278,-92.969118
"23416","Stacy","NC",214,34.873922,-76.587097
"23417","Stacyville","IA",804,43.435628,-92.853243
"23418","Stafford Springs","CT",12659,41.900495,-72.27641
"23419","Stafford","KS",1405,37.961811,-98.775
"23420","Stafford","NY",1214,42.975195,-78.069868
"23421","Stafford","OH",32,39.711168,-81.275824
"23422","Stafford","TX",35897,29.450518,-95.996865
"23423","Stafford","VA",51463,38.438958,-77.4354
"23424","Staffordsville","KY",2433,37.825284,-82.882251
"23425","Staffordsville","VA",345,37.314577,-80.722619
"23426","Stahlstown","PA",1476,40.360223,-79.439801
"23427","Staley","NC",2660,35.799927,-79.593442
"23428","Stambaugh","KY",390,37.916598,-82.803427
"23429","Stamford","CT",122486,41.087899,-73.5429995
"23430","Stamford","NE",342,40.176513,-99.404864
"23431","Stamford","NY",2438,42.413508,-74.61939
"23432","Stamford","TX",3469,32.869561,-99.808377
"23433","Stamford","VT",824,42.782616,-73.067501
"23434","Stamping Ground","KY",3288,38.306329,-84.676123
"23435","Stamps","AR",2633,33.343809,-93.50573
"23436","Stanardsville","VA",6191,38.312057,-78.482014
"23437","Stanberry","MO",2198,40.216886,-94.539859
"23438","Stanchfield","MN",2607,45.651313,-93.275622
"23439","Standard","IL",220,41.256668,-89.17784
"23440","Standish","CA",752,40.341664,-120.423118
"23441","Standish","ME",8088,43.804454,-70.554905
"23442","Standish","MI",5138,43.979427,-83.900702
"23443","Stanfield","NC",5233,35.258365,-80.415177
"23444","Stanfield","OR",2610,45.806358,-119.176169
"23445","Stanford","CA",13862,37.189396,-121.705327
"23446","Stanford","IL",962,40.435192,-89.220679
"23447","Stanford","KY",11612,37.522046,-84.684467
"23448","Stanford","MT",826,47.151357,-110.222384
"23449","Stanfordville","NY",2246,41.913511,-73.695442
"23450","Stanhope","IA",735,42.296671,-93.776637
"23451","Stanhope","NJ",8905,40.930937,-74.713557
"23452","Stanley","IA",269,42.614435,-91.795647
"23453","Stanley","ID",186,44.371442,-114.856089
"23454","Stanley","NC",14085,35.329185,-81.057419
"23455","Stanley","ND",2330,48.345765,-102.418466
"23456","Stanley","NM",954,35.22779,-105.977313
"23457","Stanley","NY",3086,42.83336,-77.129398
"23458","Stanley","VA",5956,38.559864,-78.512018
"23459","Stanley","WI",5990,44.993395,-91.069525
"23460","Stanleytown","VA",187,36.688926,-79.944745
"23461","Stanton","AL",139,32.723537,-86.875759
"23462","Stanton","CA",29945,33.640302,-117.769442
"23463","Stanton","IA",1093,40.980119,-95.115799
"23464","Stanton","KY",6612,37.822307,-83.785309
"23465","Stanton","MI",6366,43.289347,-85.059556
"23466","Stanton","MO",58,38.274398,-91.085533
"23467","Stanton","ND",603,47.377264,-101.394939
"23468","Stanton","NE",2433,41.982175,-97.203396
"23469","Stanton","TN",2376,35.456111,-89.339146
"23470","Stanton","TX",3976,32.200014,-101.823066
"23471","Stantonsburg","NC",3565,35.656386,-77.805965
"23472","Stantonville","TN",1171,35.164604,-88.443952
"23473","Stanville","KY",520,37.45838,-82.673213
"23474","Stanwood","IA",845,41.89206,-91.152099
"23475","Stanwood","MI",5446,43.590861,-85.403676
"23476","Stanwood","WA",20987,48.080148,-122.1064
"23477","Staplehurst","NE",478,40.95971,-97.251684
"23478","Staples","MN",5384,46.250882,-94.934361
"23479","Staples","TX",168,29.611797,-97.971208
"23480","Stapleton","AL",1749,30.85852,-87.728987
