"","city","state","totalpop","latitude","longitude"
"5453","Corozal","PR",36557,18.304369,-66.330525
"5454","Corpus Christi","TX",306433,27.7510215,-97.4712516666667
"5455","Corral","ID",42,43.528155,-114.730694
"5456","Corrales","NM",8682,35.659583,-106.707978
"5457","Correctionville","IA",1378,42.394029,-95.969596
"5458","Correll","MN",223,45.381402,-96.469532
"5459","Corrigan","TX",3992,31.040793,-94.812363
"5460","Corriganville","MD",626,39.69668,-78.803067
"5461","Corry","PA",11317,41.924886,-79.696549
"5462","Corryton","TN",12733,36.029286,-83.817508
"5463","Corsica","PA",1274,41.141079,-78.962877
"5464","Corsica","SD",1134,43.420306,-98.439859
"5465","Corsicana","TX",31790,32.059928,-96.369648
"5466","Corte Madera","CA",9253,37.925039,-122.512035
"5467","Cortez","CO",14459,37.373594,-108.662826
"5468","Cortez","FL",768,27.471256,-82.682262
"5469","Cortland","IL",4560,41.926177,-88.684007
"5470","Cortland","NE",961,40.50528,-96.752373
"5471","Cortland","NY",30112,42.614268,-76.120128
"5472","Cortland","OH",17409,41.354945,-80.778301
"5473","Cortlandt Manor","NY",19929,41.284044,-73.893116
"5474","Corunna","IN",1381,41.463082,-85.137324
"5475","Corunna","MI",6422,42.995625,-84.140012
"5476","Corvallis","MT",5543,46.446801,-114.117918
"5477","Corvallis","OR",65257,44.5575873333333,-123.297562666667
"5478","Corwith","IA",518,42.980309,-93.872724
"5479","Cory","IN",638,39.368643,-87.175317
"5480","Corydon","IA",2507,40.777093,-93.327355
"5481","Corydon","IN",16722,38.1863,-86.145211
"5482","Corydon","KY",3555,37.754734,-87.689478
"5483","Cos Cob","CT",7150,41.058646,-73.587618
"5484","Cosby","MO",781,39.864915,-94.68387
"5485","Cosby","TN",6060,35.839769,-83.203929
"5486","Coshocton","OH",19061,40.300934,-81.864066
"5487","Cosmopolis","WA",2129,46.878164,-123.64539
"5488","Cosmos","MN",882,45.022087,-94.660884
"5489","Cossayuna","NY",238,43.154262,-73.458063
"5490","Cost","TX",456,29.447211,-97.494649
"5491","Costa Mesa","CA",110851,33.6839845,-117.771142
"5492","Costa","WV",164,37.997105,-81.71704
"5493","Costilla","NM",260,36.504515,-105.62924
"5494","Cotati","CA",8470,38.323614,-122.710565
"5495","Coto Laurel","PR",13800,18.001995,-66.607429
"5496","Cotopaxi","CO",1639,38.439983,-105.49649
"5497","Cottage Grove","MN",34204,44.818216,-92.92861
"5498","Cottage Grove","OR",17594,43.72893,-123.049498
"5499","Cottage Grove","TN",956,36.401598,-88.466035
"5500","Cottage Grove","WI",9963,43.071165,-89.196996
"5501","Cottage Hills","IL",3604,38.909971,-90.064279
"5502","Cottageville","SC",4122,32.778856,-80.42646
"5503","Cottageville","WV",1732,38.848369,-81.847298
"5504","Cottekill","NY",722,41.856903,-74.111235
"5505","Cotter","AR",1243,36.308162,-92.542469
"5506","Cotton Center","TX",138,34.068903,-101.826997
"5507","Cotton Plant","AR",817,35.004397,-91.252284
"5508","Cotton Valley","LA",1622,32.801138,-93.407704
"5509","Cotton","MN",741,47.152067,-92.435223
"5510","Cottondale","AL",11127,33.18178,-87.383843
"5511","Cottondale","FL",4983,30.801747,-85.287774
"5512","Cottonport","LA",5454,30.973616,-91.995281
"5513","Cottontown","TN",6030,36.485607,-86.528398
"5514","Cottonwood Falls","KS",1232,38.37674,-96.54945
"5515","Cottonwood","AL",3837,31.099623,-85.314295
"5516","Cottonwood","AZ",23344,34.643596,-112.043547
"5517","Cottonwood","CA",15768,40.439989,-122.429495
"5518","Cottonwood","ID",2215,45.688686,-115.596198
"5519","Cottonwood","MN",1871,44.56956,-95.744921
"5520","Cotuit","MA",3296,41.624341,-70.43638
"5521","Cotulla","TX",4987,28.243436,-99.278563
"5522","Couch","MO",298,36.692896,-91.397129
"5523","Couderay","WI",678,45.837967,-91.291784
"5524","Coudersport","PA",5929,41.776165,-77.956692
"5525","Cougar","WA",150,46.025434,-122.359589
"5526","Coulee City","WA",1143,47.737206,-119.227032
"5527","Coulee Dam","WA",1439,48.037889,-118.941876
"5528","Coulter","IA",273,42.738164,-93.369996
"5529","Coulters","PA",142,40.434436,-80.024817
"5530","Coulterville","CA",2197,37.700116,-120.155251
"5531","Coulterville","IL",2659,38.175298,-89.647936
"5532","Counce","TN",2560,35.110079,-88.292167
"5533","Council Bluffs","IA",71782,41.259213,-95.7930855
"5534","Council Grove","KS",3504,38.69588,-96.5469
"5535","Council Hill","OK",882,35.559244,-95.408146
"5536","Council","ID",1925,44.853452,-116.548601
"5537","Council","NC",1329,34.471042,-78.477201
"5538","Counselor","NM",522,35.71742,-106.935844
"5539","Country Club Hills","IL",16833,41.811929,-87.68732
"5540","Countyline","OK",84,34.48532,-97.852223
"5541","Coupeville","WA",6646,48.1894,-122.66765
"5542","Coupland","TX",1290,30.487161,-97.367571
"5543","Courtenay","ND",200,47.196576,-98.594244
"5544","Courtland","AL",1870,34.673954,-87.28962
"5545","Courtland","CA",834,38.338322,-121.5378
"5546","Courtland","KS",537,39.746555,-97.666524
"5547","Courtland","MN",1038,44.265888,-94.272911
"5548","Courtland","MS",3375,34.25082,-89.962994
"5549","Courtland","VA",4298,36.70656,-77.215522
"5550","Coushatta","LA",8555,32.023096,-93.264819
"5551","Cove City","NC",2456,35.229878,-77.304943
"5552","Cove","AR",2026,34.354193,-94.383483
"5553","Cove","OR",1661,45.341881,-117.872662
"5554","Covel","WV",223,37.603344,-81.53998
"5555","Covelo","CA",2516,39.835096,-123.148437
"5556","Coventry","CT",12428,41.778623,-72.323642
"5557","Coventry","RI",32611,41.694251,-71.636786
"5558","Coventry","VT",191,44.775607,-72.22641
"5559","Covert","MI",2462,42.28054,-86.266608
"5560","Covesville","VA",382,37.893092,-78.709897
"5561","Covina","CA",78868,33.786594,-118.298662
"5562","Covington","GA",86177,33.521953,-83.856117
"5563","Covington","IN",5357,40.096833,-87.352877
"5564","Covington","KY",38889,39.0687033333333,-84.5430966666667
"5565","Covington","LA",47736,30.5009905,-90.060907
"5566","Covington","MI",242,46.526495,-88.584598
"5567","Covington","OH",5365,40.124386,-84.281167
"5568","Covington","OK",734,36.30749,-97.58643
"5569","Covington","PA",1437,41.769456,-77.000451
"5570","Covington","TN",15601,35.541624,-89.63552
"5571","Covington","TX",1497,32.235057,-97.229962
"5572","Covington","VA",14329,37.780216,-79.986963
"5573","Cowan","TN",1978,35.178335,-86.016657
"5574","Cowansville","PA",1195,40.847829,-79.451575
"5575","Coward","SC",2915,33.980551,-79.756816
"5576","Cowarts","AL",1632,31.202473,-85.301373
"5577","Cowden","IL",1156,39.250015,-88.862961
"5578","Cowdrey","CO",43,40.663052,-106.362488
"5579","Cowen","WV",2976,38.423224,-80.564685
"5580","Coweta","OK",14445,36.002092,-95.674795
"5581","Cowgill","MO",667,39.590145,-93.941327
"5582","Cowiche","WA",1434,46.678192,-120.753007
"5583","Cowlesville","NY",1166,42.807705,-78.446855
"5584","Cowley","WY",783,44.884137,-108.463779
"5585","Cowpens","SC",8401,35.04921,-81.83128
"5586","Coxs Creek","KY",5369,37.912465,-85.465785
"5587","Coxs Mills","WV",509,38.913649,-80.831256
"5588","Coxsackie","NY",7070,42.355924,-73.847967
"5589","Coy","AL",579,31.871803,-87.412893
"5590","Coy","AR",28,34.541185,-91.875767
"5591","Coyanosa","TX",250,30.711984,-102.676783
"5592","Coyle","OK",1493,35.950214,-97.291688
"5593","Coyote","CA",80,37.189396,-121.705327
"5594","Coyote","NM",261,36.230711,-107.070343
"5595","Cozad","NE",5307,40.895003,-99.967448
"5596","Crab Orchard","KY",4621,37.43221,-84.517065
"5597","Crab Orchard","NE",146,40.392595,-96.26478
"5598","Crab Orchard","TN",944,35.951478,-84.812093
"5599","Crab Orchard","WV",2488,37.700567,-81.201446
"5600","Crabtree","PA",410,40.357753,-79.484028
"5601","Craftsbury Common","VT",309,44.678786,-72.35944
"5602","Craftsbury","VT",983,44.641663,-72.388928
"5603","Cragford","AL",969,33.193639,-85.745014
"5604","Cragsmoor","NY",363,41.669831,-74.380138
"5605","Craig","AK",1920,55.513301,-133.117022
"5606","Craig","CO",12921,40.612421,-108.009784
"5607","Craig","MO",792,40.126706,-95.329064
"5608","Craig","NE",550,41.792415,-96.376462
"5609","Craigmont","ID",759,46.269379,-116.539248
"5610","Craigsville","VA",2643,38.073868,-79.359123
"5611","Craigsville","WV",3690,38.329918,-80.645376
"5612","Craigville","IN",559,40.794056,-85.104206
"5613","Cramerton","NC",3105,35.314194,-81.134336
"5614","Cranberry Isles","ME",47,44.641873,-68.391481
"5615","Cranberry Lake","NY",224,44.228969,-74.858103
"5616","Cranberry Twp","PA",28060,40.709713,-80.104597
"5617","Cranberry","PA",1355,41.398105,-79.738809
"5618","Cranbury","NJ",10105,40.323116,-74.516597
"5619","Crandall","GA",3569,34.887628,-84.744577
"5620","Crandall","IN",399,38.289882,-86.08239
"5621","Crandall","TX",4660,32.661312,-96.444347
"5622","Crandon","WI",4141,45.511846,-88.891846
"5623","Crane Hill","AL",2617,34.044614,-87.051404
"5624","Crane Lake","MN",103,48.241245,-92.525385
"5625","Crane","IN",246,38.894879,-86.900174
"5626","Crane","MO",4131,36.905731,-93.486809
"5627","Crane","MT",100,47.711026,-104.183625
"5628","Crane","OR",139,43.019785,-119.069624
"5629","Crane","TX",4193,31.500553,-102.347243
"5630","Cranesville","PA",1854,41.921275,-80.302761
"5631","Cranfills Gap","TX",536,31.897381,-97.64097
"5632","Cranford","NJ",22625,40.654802,-74.304792
"5633","Cranks","KY",581,36.847188,-83.170137
"5634","Cranston","RI",70908,41.7759166666667,-71.4611023333333
"5635","Crapo","MD",120,38.323604,-76.097337
"5636","Crary","ND",390,48.091012,-98.573116
"5637","Craryville","NY",1644,42.190488,-73.64465
"5638","Crater Lake","OR",28,42.733365,-121.987076
"5639","Crawford","CO",1612,38.767652,-107.63089
"5640","Crawford","GA",2438,33.907589,-83.164573
"5641","Crawford","MS",2067,33.334688,-88.556056
"5642","Crawford","NE",1462,42.611517,-103.303223
"5643","Crawford","OK",142,35.717616,-99.682177
"5644","Crawford","TN",827,36.244711,-85.160197
"5645","Crawford","TX",2837,31.565099,-97.43051
"5646","Crawford","WV",445,38.945847,-80.51449
"5647","Crawfordsville","AR",1732,35.232042,-90.35832
"5648","Crawfordsville","IA",668,41.20951,-91.551283
"5649","Crawfordsville","IN",27937,40.042425,-86.893538
"5650","Crawfordville","FL",26953,30.165498,-84.430777
"5651","Crawfordville","GA",1767,33.577007,-82.858099
"5652","Crawley","WV",1544,37.918876,-80.611705
"5653","Creal Springs","IL",3119,37.682,-88.817787
"5654","Cream Ridge","NJ",4477,40.139913,-74.465018
"5655","Creede","CO",671,37.761293,-106.981852
"5656","Creedmoor","NC",12335,36.108089,-78.671974
"5657","Creekside","PA",1669,40.661336,-79.217127
"5658","Creighton","MO",997,38.510491,-94.130557
"5659","Creighton","NE",1745,42.490856,-97.919351
"5660","Creighton","PA",1128,40.434436,-80.024817
"5661","Crenshaw","MS",1910,34.447051,-90.101204
"5662","Creola","AL",1935,30.944616,-88.090905
"5663","Creola","OH",321,39.354339,-82.503012
"5664","Creole","LA",371,29.807493,-93.051554
"5665","Cresbard","SD",247,45.136245,-98.915424
"5666","Crescent City","CA",24528,41.744452,-124.056897
"5667","Crescent City","FL",7713,29.511518,-81.681387
"5668","Crescent City","IL",709,40.66202,-87.95062
"5669","Crescent Mills","CA",274,40.086309,-120.924541
"5670","Crescent Valley","NV",482,40.413793,-116.581275
"5671","Crescent","GA",132,31.495071,-81.381908
"5672","Crescent","IA",1753,41.363436,-95.887827
"5673","Crescent","OK",3454,35.977031,-97.628098
"5674","Crescent","OR",770,43.444217,-121.710925
"5675","Crescent","PA",2640,40.468068,-80.123459
"5676","Cresco","IA",5967,43.35666,-92.189287
"5677","Cresco","PA",4152,41.152364,-75.276395
"5678","Cressey","CA",268,37.422175,-120.627348
"5679","Cresskill","NJ",8537,40.972898,-74.098841
"5680","Cresson","PA",6549,40.4776025,-78.645842
"5681","Cresson","TX",1622,32.473973,-97.67747
"5682","Cressona","PA",1606,40.675475,-76.165297
"5683","Crested Butte","CO",4398,38.8906365,-106.955914
"5684","Crestline","CA",9391,34.850671,-116.701168
"5685","Crestline","KS",91,37.16944,-94.704133
"5686","Crestline","OH",7097,40.824607,-82.909054
"5687","Creston","CA",1384,35.477945,-120.436119
"5688","Creston","IA",9590,41.049896,-94.347137
"5689","Creston","IL",337,41.931158,-88.956564
"5690","Creston","NC",1876,36.464673,-81.596886
"5691","Creston","NE",480,41.718708,-97.372671
"5692","Creston","OH",4142,40.945417,-81.912937
"5693","Creston","WA",485,47.644181,-118.450679
"5694","Creston","WV",364,39.040511,-81.371951
"5695","Crestone","CO",1189,37.953038,-105.68788
"5696","Crestview","FL",44788,30.7454425,-86.520316
"5697","Crestwood","KY",19986,38.358083,-85.446974
"5698","Creswell","NC",1986,35.829692,-76.567703
"5699","Creswell","OR",9716,43.895976,-123.041968
"5700","Crete","IL",15547,41.426684,-87.621223
"5701","Crete","NE",8327,40.628937,-97.016925
"5702","Creve Coeur","IL",5476,40.654065,-89.571837
"5703","Crewe","VA",5690,37.150355,-78.095474
"5704","Criders","VA",214,38.749089,-79.000426
"5705","Crimora","VA",2656,38.153856,-78.860085
"5706","Cripple Creek","CO",2055,38.826084,-105.149874
"5707","Cripple Creek","VA",174,36.81781,-81.111146
"5708","Crisfield","MD",5236,37.998308,-75.818797
"5709","Crittenden","KY",6299,38.770542,-84.597256
"5710","Critz","VA",419,36.627165,-80.11928
"5711","Crivitz","WI",5178,45.261661,-88.078001
"5712","Crocheron","MD",18,38.242608,-76.053064
"5713","Crocker","MO",3315,37.944664,-92.26771
"5714","Crockett Mills","TN",59,35.871014,-89.175275
"5715","Crockett","CA",3127,37.958011,-122.152602
"5716","Crockett","TX",12012,31.320814,-95.392816
"5717","Crockett","VA",644,36.871709,-81.198867
"5718","Crocketts Bluff","AR",74,34.459355,-91.317774
"5719","Crofton","KY",4117,37.043116,-87.487724
"5720","Crofton","MD",25225,39.06436,-76.622577
"5721","Crofton","NE",1860,42.758387,-97.603391
"5722","Croghan","NY",2056,43.909848,-75.365264
"5723","Cromona","KY",502,37.178814,-82.69498
"5724","Crompond","NY",539,41.300561,-73.861217
"5725","Cromwell","CT",14005,41.608529,-72.667807
"5726","Cromwell","IA",105,41.039762,-94.461622
"5727","Cromwell","IN",3169,41.377903,-85.59875
"5728","Cromwell","KY",1111,37.373832,-86.764417
"5729","Cromwell","MN",1045,46.654061,-92.836499
"5730","Cromwell","OK",310,35.340458,-96.454578
"5731","Crook","CO",381,40.8523,-103.074727
"5732","Crooked Creek","AK",105,60.314735,-163.118947
"5733","Crooks","SD",1502,43.666894,-96.822137
"5734","Crookston","MN",9416,47.705082,-96.412
"5735","Crookston","NE",248,42.542631,-101.126167
"5736","Crooksville","OH",5461,39.704142,-82.165011
"5737","Cropsey","IL",280,40.608711,-88.480229
"5738","Cropseyville","NY",1568,42.670318,-73.549377
"5739","Cropwell","AL",4101,33.529643,-86.300691
"5740","Crosby","MN",3596,46.537059,-93.928197
"5741","Crosby","MS",1094,31.247847,-90.885075
"5742","Crosby","ND",1295,48.928166,-103.296728
"5743","Crosby","PA",143,41.801078,-78.579739
"5744","Crosby","TX",26236,29.83399,-95.434241
"5745","Crosbyton","TX",2049,33.616133,-101.306058
"5746","Cross Anchor","SC",142,34.638315,-81.856745
"5747","Cross City","FL",4850,29.680616,-83.089669
"5748","Cross Fork","PA",159,41.737627,-77.902366
"5749","Cross Hill","SC",2435,34.281449,-81.977214
"5750","Cross Junction","VA",3641,39.296066,-78.310539
"5751","Cross Plains","IN",507,38.945037,-85.191159
"5752","Cross Plains","TN",3244,36.521044,-86.712734
"5753","Cross Plains","TX",1897,32.16742,-99.221055
"5754","Cross Plains","WI",5734,43.106453,-89.695091
"5755","Cross River","NY",1268,41.269896,-73.612074
"5756","Cross Timbers","MO",766,38.024206,-93.228867
"5757","Cross","SC",4471,33.298903,-80.123972
"5758","Crossett","AR",12348,33.180855,-91.806256
"5759","Crosslake","MN",2381,46.67734,-94.112783
"5760","Crossnore","NC",493,36.059123,-81.889238
"5761","Crossroads","NM",35,32.690034,-103.209405
"5762","Crossville","AL",8300,34.302028,-86.004164
"5763","Crossville","IL",1245,38.163144,-88.03546
"5764","Crossville","TN",50276,35.9614195,-85.0328275
"5765","Crosswicks","NJ",4637,40.147555,-74.661474
"5766","Croswell","MI",6400,43.252807,-82.644104
"5767","Crothersville","IN",3231,38.815289,-85.985182
"5768","Croton Falls","NY",316,41.347727,-73.661014
"5769","Croton On Hudson","NY",12810,41.122622,-73.867258
"5770","Croton","OH",1201,40.115251,-82.690898
"5771","Crouse","NC",2749,35.435922,-81.33848
"5772","Crow Agency","MT",1945,45.608203,-107.469868
"5773","Crowder","MS",705,34.173057,-90.136429
"5774","Crowder","OK",588,34.947259,-95.720708
"5775","Crowell","TX",1406,33.968163,-99.641288
"5776","Crowheart","WY",210,43.362997,-109.221657
"5777","Crowley","CO",155,38.229447,-103.804241
"5778","Crowley","LA",19206,30.228294,-92.438484
"5779","Crowley","TX",22352,32.771419,-97.291484
"5780","Crown City","OH",3494,38.796783,-82.271583
"5781","Crown King","AZ",177,34.706724,-112.39773
"5782","Crown Point","IN",60619,41.444409,-87.360089
"5783","Crown Point","NY",2028,43.930616,-73.58854
"5784","Crownpoint","NM",5662,35.598506,-108.000168
"5785","Crownsville","MD",8848,39.01811,-76.588272
"5786","Crows Landing","CA",1386,37.429147,-121.054997
"5787","Croydon","PA",10074,40.090878,-74.887554
"5788","Croydon","UT",179,41.090456,-111.486959
"5789","Crozet","VA",7488,38.129592,-78.710635
"5790","Crozier","VA",1056,37.657031,-77.794731
"5791","Crucible","PA",439,39.95017,-79.967626
"5792","Cruger","MS",771,33.255582,-90.183344
"5793","Crum Lynne","PA",3669,39.898162,-75.319632
"5794","Crum","WV",887,38.132114,-82.418277
"5795","Crump","TN",477,35.219095,-88.319171
"5796","Crumpler","NC",2261,36.494803,-81.385406
"5797","Crumpton","MD",556,39.231771,-75.929797
"5798","Crumrod","AR",64,34.382204,-90.82932
"5799","Crystal Bay","NV",71,39.239457,-119.971133
"5800","Crystal Beach","FL",1294,28.087401,-82.777683
"5801","Crystal City","MO",4449,38.225684,-90.384036
"5802","Crystal City","TX",8578,28.69381,-99.824936
"5803","Crystal Falls","MI",4273,46.143009,-88.376197
"5804","Crystal Hill","VA",134,36.866093,-78.831701
"5805","Crystal Lake","IA",252,43.21835,-93.800697
"5806","Crystal Lake","IL",59670,42.237934,-88.314639
"5807","Crystal River","FL",17672,28.9313755,-82.597665
"5808","Crystal Spring","PA",459,39.943762,-78.122265
"5809","Crystal Springs","MS",12073,31.965088,-90.375733
"5810","Crystal","MI",2407,43.267035,-84.95489
"5811","Crystal","ND",295,48.6449,-97.633342
"5812","Cub Run","KY",1617,37.260115,-85.982964
"5813","Cuba City","WI",4843,42.751647,-90.699166
"5814","Cuba","AL",1930,32.435545,-88.329881
"5815","Cuba","IL",2329,40.501446,-90.201152
"5816","Cuba","KS",339,39.801787,-97.458269
"5817","Cuba","MO",8548,38.100081,-91.368908
"5818","Cuba","NM",5200,36.021095,-106.888683
"5819","Cuba","NY",5450,42.245997,-78.209403
"5820","Cubero","NM",654,34.962954,-108.056457
"5821","Cucumber","WV",150,37.375246,-81.653889
"5822","Cudahy","WI",18320,42.948015,-87.866831
"5823","Cuddebackville","NY",1874,41.403723,-74.425265
"5824","Cuddy","PA",513,40.354712,-80.166906
"5825","Cuero","TX",11506,29.093677,-97.260776
"5826","Cuervo","NM",25,34.781908,-104.718891
"5827","Culbertson","MT",927,48.150238,-104.517106
"5828","Culbertson","NE",1195,40.231495,-100.835774
"5829","Culdesac","ID",989,46.401878,-116.651362
"5830","Culebra","PR",1786,18.323736,-65.296467
"5831","Cullen","LA",772,32.934771,-93.448474
"5832","Cullen","VA",681,37.153846,-78.661108
"5833","Culleoka","TN",4814,35.493211,-87.093094
"5834","Cullman","AL",41993,34.1362006666667,-86.8499756666667
"5835","Culloden","GA",1517,32.900292,-84.062584
"5836","Culloden","WV",5074,38.426471,-82.110405
"5837","Cullom","IL",730,40.882509,-88.30019
"5838","Cullowhee","NC",11329,35.249256,-83.132409
"5839","Culpeper","VA",31444,38.511694,-77.9928
"5840","Culver City","CA",46915,33.786594,-118.298662
"5841","Culver","IN",4435,41.314629,-86.386582
"5842","Culver","OR",2786,44.499106,-121.267976
"5843","Cumberland Center","ME",5820,43.812676,-70.450494
"5844","Cumberland City","TN",1699,36.452109,-87.701641
"5845","Cumberland Foreside","ME",1391,43.759021,-70.199307
"5846","Cumberland Furnace","TN",3677,36.272071,-87.391396
"5847","Cumberland Gap","TN",2874,36.556666,-83.690318
"5848","Cumberland","IA",596,41.255042,-94.947597
"5849","Cumberland","KY",4231,36.912209,-83.163759
"5850","Cumberland","MD",44400,39.59915,-78.844425
"5851","Cumberland","OH",1703,39.88812,-81.617372
"5852","Cumberland","RI",33396,41.949498,-71.43269
"5853","Cumberland","VA",4661,37.518167,-78.214232
"5854","Cumberland","WI",5236,45.42772,-91.899489
"5855","Cumbola","PA",476,40.711356,-76.139162
"5856","Cumby","TX",2773,33.136079,-95.844353
"5857","Cummaquid","MA",253,41.701438,-70.277212
"5858","Cumming","GA",129584,34.2095983333333,-84.1178903333333
"5859","Cumming","IA",1701,41.468663,-93.745358
"5860","Cummings","KS",519,39.483518,-95.240978
"5861","Cummings","ND",212,47.454888,-97.151692
"5862","Cummington","MA",946,42.428617,-72.909841
"5863","Cuney","TX",141,31.873255,-95.228829
"5864","Cunningham","KS",970,37.630922,-98.35639
"5865","Cunningham","KY",1068,36.863147,-88.995991
"5866","Cunningham","TN",2656,36.398614,-87.376496
"5867","Cupertino","CA",60717,37.189396,-121.705327
"5868","Curlew","IA",223,42.970187,-94.769596
"5869","Curlew","WA",931,48.894734,-118.669864
"5870","Curran","MI",290,44.705591,-83.78745
"5871","Currie","MN",514,44.048028,-95.704397
"5872","Currie","NC",2490,34.441229,-78.115064
"5873","Currituck","NC",1166,36.439774,-76.005478
"5874","Curryville","MO",1145,39.333342,-91.197593
"5875","Curryville","PA",90,40.493522,-78.368229
"5876","Curtice","OH",4362,41.597798,-83.357328
"5877","Curtis Bay","MD",7561,39.06871,-76.584137
"5878","Curtis","MI",382,46.159286,-85.699294
"5879","Curtis","NE",1220,40.643861,-100.54399
"5880","Curtis","WA",304,46.495639,-123.146764
"5881","Curtiss","WI",1209,44.944027,-90.52792
"5882","Curwensville","PA",5342,40.949208,-78.582309
"5883","Cushing","IA",404,42.355069,-96.015944
"5884","Cushing","ME",1534,44.02301,-69.255572
"5885","Cushing","MN",1417,46.205759,-94.561294
"5886","Cushing","OK",11741,36.029294,-96.855949
"5887","Cushing","TX",2614,31.714047,-94.841773
"5888","Cushing","WI",743,45.554321,-92.662155
"5889","Cushman","AR",154,35.872871,-91.758171
"5890","Cusick","WA",1204,48.510409,-117.348383
"5891","Cusseta","AL",2129,32.783137,-85.275581
"5892","Cusseta","GA",3191,32.292547,-84.736706
"5893","Custar","OH",940,41.259285,-83.811421
"5894","Custer City","OK",602,35.62389,-98.912212
"5895","Custer City","PA",166,41.885487,-78.723198
"5896","Custer","KY",727,37.735817,-86.237827
"5897","Custer","MI",1559,43.932434,-86.177683
"5898","Custer","MT",390,46.212579,-107.693279
"5899","Custer","SD",5315,43.657304,-103.425807
"5900","Custer","WA",3061,48.941068,-122.625235
"5901","Custer","WI",2343,44.580724,-89.586502
"5902","Cut Bank","MT",4757,48.654298,-112.93062
"5903","Cut Off","LA",9754,29.509589,-90.335128
"5904","Cutchogue","NY",3304,40.922326,-72.637078
"5905","Cutler","CA",6042,36.515805,-119.236871
"5906","Cutler","IL",696,38.046458,-89.478358
"5907","Cutler","IN",1045,40.485424,-86.488525
"5908","Cutler","ME",507,45.002969,-67.495548
"5909","Cutler","OH",1744,39.430738,-81.44512
"5910","Cuttingsville","VT",1072,43.526706,-72.869165
"5911","Cuttyhunk","MA",52,41.42178,-70.931309
"5912","Cuyahoga Falls","OH",47772,41.1572555,-81.5001615
"5913","Cyclone","PA",542,41.818645,-78.595669
"5914","Cyclone","WV",1501,37.603344,-81.53998
"5915","Cygnet","OH",1407,41.226545,-83.664525
"5916","Cylinder","IA",383,43.124819,-94.531189
"5917","Cynthiana","IN",861,38.175698,-87.711423
"5918","Cynthiana","KY",15886,38.356954,-84.323033
"5919","Cynthiana","OH",31,39.16378,-83.342941
"5920","Cypress Inn","TN",1091,35.195385,-87.827937
"5921","Cypress","CA",47993,33.640302,-117.769442
"5922","Cypress","FL",89,30.715807,-85.078384
"5923","Cypress","IL",518,37.365007,-88.974743
"5924","Cypress","TX",122803,29.83399,-95.434241
"5925","Cyril","OK",1818,34.897258,-98.204397
"5926","Cyrus","MN",496,45.641425,-95.709642
"5927","D Hanis","TX",1145,29.339502,-99.321884
"5928","D Lo","MS",467,31.986101,-89.919219
"5929","Dacoma","OK",171,36.662062,-98.562972
"5930","Dacono","CO",4106,40.204344,-104.911938
"5931","Dacula","GA",40447,33.988309,-83.879494
"5932","Dade City","FL",36752,28.3503125,-82.28369
"5933","Dadeville","AL",8269,32.794796,-85.744428
"5934","Dadeville","MO",541,37.431754,-93.849903
"5935","Dafter","MI",1146,46.311604,-84.617131
"5936","Daggett","CA",632,34.899805,-116.77035
"5937","Daggett","MI",1354,45.524441,-87.614772
"5938","Dagmar","MT",199,48.558851,-104.294475
"5939","Dagsboro","DE",5979,38.621403,-75.181502
"5940","Dahinda","IL",986,41.007962,-90.102455
"5941","Dahlen","ND",41,48.165871,-97.957485
"5942","Dahlgren","IL",1426,38.168641,-88.629728
"5943","Dahlgren","VA",599,38.326218,-77.039825
"5944","Dahlonega","GA",25296,34.541371,-84.024387
"5945","Dailey","WV",176,38.75338,-79.814713
"5946","Daingerfield","TX",6036,33.044611,-94.739524
"5947","Dairy","OR",199,42.291015,-121.507834
"5948","Daisetta","TX",1022,30.105083,-94.856128
"5949","Daisy","GA",120,32.163392,-81.87191
"5950","Daisy","MO",122,37.515722,-89.826775
"5951","Daisy","OK",172,34.4187,-96.039727
"5952","Daisytown","PA",1091,40.065064,-79.973302
"5953","Dakota City","IA",837,42.73695,-94.243675
"5954","Dakota City","NE",2637,42.381775,-96.565385
"5955","Dakota","IL",1080,42.410796,-89.583179
"5956","Dakota","MN",1113,43.935613,-91.606021
"5957","Dalbo","MN",714,45.660954,-93.430806
"5958","Dale","IL",72,38.081592,-88.538609
"5959","Dale","IN",3435,38.149611,-86.946217
"5960","Dale","NY",101,42.837456,-78.1719
"5961","Dale","TX",7092,29.889187,-97.573078
"5962","Dale","WI",260,44.416326,-88.464873
"5963","Daleville","AL",9072,31.272415,-85.705129
"5964","Daleville","IN",3263,40.143843,-85.508457
"5965","Daleville","MS",720,32.556534,-88.679062
"5966","Daleville","VA",2587,37.44197,-79.914156
"5967","Dalhart","TX",10741,36.277826,-102.602022
"5968","Dallas Center","IA",2604,41.713107,-93.930807
"5969","Dallas City","IL",1769,40.435191,-91.077508
"5970","Dallas","GA",79338,33.919938,-84.8643965
"5971","Dallas","IA",741,41.334487,-93.14778
"5972","Dallas","NC",16642,35.349898,-81.221463
"5973","Dallas","OR",20045,44.928092,-123.337291
"5974","Dallas","PA",18051,41.271121,-75.999621
"5975","Dallas","SD",395,43.23571,-99.515887
"5976","Dallas","TX",1263321,32.7866684897959,-96.7617976530612
"5977","Dallas","WI",1340,45.261871,-91.845156
"5978","Dallas","WV",425,40.015394,-80.550114
"5979","Dallastown","PA",10899,39.912423,-76.65353
"5980","Dallesport","WA",1042,45.632681,-121.17169
"5981","Dalmatia","PA",1755,40.894363,-76.596151
